assetIssued,paymentDate,rate,relatedTo,approvedOn,isinCode,label,lastDatePrior,remarks,code
BRHBCRR05M15,2022-06-14,0.7520473011,MAIO/2022,2022-05-31,BRHBCRR05M15,RENDIMENTO,2022-05-31,,HBCR
BRHBCRR06M14,2022-06-14,0.7520473011,MAIO/2022,2022-05-31,BRHBCRR06M14,RENDIMENTO,2022-05-31,,HBCR
BRHBCRR07M13,2022-06-14,0.7520473011,MAIO/2022,2022-05-31,BRHBCRR07M13,RENDIMENTO,2022-05-31,,HBCR
BRHBCRCTF001,2022-05-13,0.7220794166,ABRIL/2022,2022-04-29,BRHBCRCTF001,RENDIMENTO,2022-04-29,,HBCR
BRHBCRR03M17,2022-05-13,0.7220794166,ABRIL/2022,2022-04-29,BRHBCRR03M17,RENDIMENTO,2022-04-29,,HBCR
BRHBCRR04M16,2022-05-13,0.7220794166,ABRIL/2022,2022-04-29,BRHBCRR04M16,RENDIMENTO,2022-04-29,,HBCR
BRHBCRR05M15,2022-05-13,0.7220794166,ABRIL/2022,2022-04-29,BRHBCRR05M15,RENDIMENTO,2022-04-29,,HBCR
BRHBCRR06M14,2022-05-13,0.7220794166,ABRIL/2022,2022-04-29,BRHBCRR06M14,RENDIMENTO,2022-04-29,,HBCR
BRHBCRCTF001,2022-04-14,0.421900849,MARÇO/2022,2022-03-31,BRHBCRCTF001,RENDIMENTO,2022-03-31,,HBCR
BRHBCRR03M17,2022-04-14,0.421900849,MARÇO/2022,2022-03-31,BRHBCRR03M17,RENDIMENTO,2022-03-31,,HBCR
BRHBCRR04M16,2022-04-14,0.421900849,MARÇO/2022,2022-03-31,BRHBCRR04M16,RENDIMENTO,2022-03-31,,HBCR
BRHBCRR05M15,2022-04-14,0.421900849,MARÇO/2022,2022-03-31,BRHBCRR05M15,RENDIMENTO,2022-03-31,,HBCR
BRHBCRR06M14,2022-04-14,0.421900849,MARÇO/2022,2022-03-31,BRHBCRR06M14,RENDIMENTO,2022-03-31,,HBCR
BRHBCRCTF001,2022-03-15,0.8313782337,FEVEREIRO/2022,2022-02-25,BRHBCRCTF001,RENDIMENTO,2022-02-25,,HBCR
BRHBCRR03M17,2022-03-15,0.8313782337,FEVEREIRO/2022,2022-02-25,BRHBCRR03M17,RENDIMENTO,2022-02-25,,HBCR
BRHBCRR04M16,2022-03-15,0.8313782337,FEVEREIRO/2022,2022-02-25,BRHBCRR04M16,RENDIMENTO,2022-02-25,,HBCR
BRHBCRR05M15,2022-03-15,0.8313782337,FEVEREIRO/2022,2022-02-25,BRHBCRR05M15,RENDIMENTO,2022-02-25,,HBCR
BRHBCRCTF001,2022-02-14,0.5454122534,JANEIRO/2021,2022-01-31,BRHBCRCTF001,RENDIMENTO,2022-01-31,,HBCR
BRHBCRR03M17,2022-02-14,0.5454122534,JANEIRO/2021,2022-01-31,BRHBCRR03M17,RENDIMENTO,2022-01-31,,HBCR
BRHBCRR04M16,2022-02-14,0.5454122534,JANEIRO/2021,2022-01-31,BRHBCRR04M16,RENDIMENTO,2022-01-31,,HBCR
BRHBCRR05M15,2022-02-14,0.54541225343,JANEIRO/2021,2022-01-31,BRHBCRR05M15,RENDIMENTO,2022-01-31,,HBCR
BRGCRACTF005,2023-01-13,1.22,DEZEMBRO/2022,2023-01-06,BRGCRACTF005,RENDIMENTO,2023-01-06,,GCRA
BRGCRACTF005,2022-12-14,1.2,NOVEMBRO/2022,2022-12-07,BRGCRACTF005,RENDIMENTO,2022-12-07,,GCRA
BRGCRACTF005,2022-11-16,1.2,OUTUBRO/2022,2022-11-08,BRGCRACTF005,RENDIMENTO,2022-11-08,,GCRA
BRGCRACTF005,2022-10-17,1.2,SETEMBRO/2022,2022-10-07,BRGCRACTF005,RENDIMENTO,2022-10-07,,GCRA
BRGCRACTF005,2022-09-15,1.2,Agosto/2022,2022-09-08,BRGCRACTF005,RENDIMENTO,2022-09-08,,GCRA
BRGCRACTF005,2022-08-12,1.25,Julho/2022,2022-08-05,BRGCRACTF005,RENDIMENTO,2022-08-05,,GCRA
BRGCRAR05M17,2022-08-12,1.25,Julho/2022,2022-08-05,BRGCRAR05M17,RENDIMENTO,2022-08-05,,GCRA
BRGCRAR06M16,2022-08-12,0.38,Julho/2022,2022-08-05,BRGCRAR06M16,RENDIMENTO,2022-08-05,,GCRA
BRGCRACTF005,2022-07-14,1.5,Junho/2022,2022-07-07,BRGCRACTF005,RENDIMENTO,2022-07-07,,GCRA
BRGCRACTF005,2022-06-14,1.58,Maio/2022,2022-06-07,BRGCRACTF005,RENDIMENTO,2022-06-07,,GCRA
BRGCRACTF005,2022-05-13,1.57,Abril/2022,2022-05-06,BRGCRACTF005,RENDIMENTO,2022-05-06,,GCRA
BRGCRACTF005,2022-04-14,1.45,Março/2022,2022-04-07,BRGCRACTF005,RENDIMENTO,2022-04-07,,GCRA
BRGCRACTF005,2022-03-15,1.12,Fevereiro/2022,2022-03-08,BRGCRACTF005,RENDIMENTO,2022-03-08,,GCRA
BRGCRACTF005,2022-02-14,1.05,Janeiro/2022,2022-02-07,BRGCRACTF005,RENDIMENTO,2022-02-07,,GCRA
BRCVBICTF001,2023-01-16,1.1,Dezembro/2022,2023-01-09,BRCVBICTF001,RENDIMENTO,2023-01-09,,CVBI
BRCVBICTF001,2022-12-15,0.75,Novembro/2022,2022-12-08,BRCVBICTF001,RENDIMENTO,2022-12-08,,CVBI
BRCVBICTF001,2022-11-17,0.66,Outubro/2022,2022-11-09,BRCVBICTF001,RENDIMENTO,2022-11-09,,CVBI
BRCVBICTF001,2022-10-18,0.66,Setembro/2022,2022-10-10,BRCVBICTF001,RENDIMENTO,2022-10-10,,CVBI
BRCVBICTF001,2022-09-16,0.74,Agosto/2022,2022-09-09,BRCVBICTF001,RENDIMENTO,2022-09-09,,CVBI
BRCVBICTF001,2022-08-15,1.0,Julho/2022,2022-08-08,BRCVBICTF001,RENDIMENTO,2022-08-08,,CVBI
BRCVBICTF001,2022-07-15,1.3,Junho/2022,2022-07-08,BRCVBICTF001,RENDIMENTO,2022-07-08,,CVBI
BRCVBICTF001,2022-06-17,1.5,Maio/2022,2022-06-09,BRCVBICTF001,RENDIMENTO,2022-06-09,,CVBI
BRCVBIR12M19,2022-06-17,1.24,Maio/2022,2022-06-09,BRCVBIR12M19,RENDIMENTO,2022-06-09,,CVBI
BRCVBIR13M18,2022-06-17,0.25,Maio/2022,2022-06-09,BRCVBIR13M18,RENDIMENTO,2022-06-09,,CVBI
BRCVBICTF001,2022-05-16,1.5,Abril/2022,2022-05-09,BRCVBICTF001,RENDIMENTO,2022-05-09,,CVBI
BRCVBICTF001,2022-04-18,1.12,Março/2022,2022-04-08,BRCVBICTF001,RENDIMENTO,2022-04-08,,CVBI
BRCVBICTF001,2022-03-16,1.12,Fevereiro/2022,2022-03-09,BRCVBICTF001,RENDIMENTO,2022-03-09,,CVBI
BRCVBICTF001,2022-02-15,1.12,Janeiro/2022,2022-02-08,BRCVBICTF001,RENDIMENTO,2022-02-08,,CVBI
BRHRECCTF005,2023-01-13,0.95,Dezembro/2022,2022-12-29,BRHRECCTF005,RENDIMENTO,2022-12-29,,HREC
BRHRECCTF005,2022-12-14,0.95,Novembro/2022,2022-11-30,BRHRECCTF005,RENDIMENTO,2022-11-30,,HREC
BRHRECCTF005,2022-11-16,0.9,Outubro/2022,2022-10-31,BRHRECCTF005,RENDIMENTO,2022-10-31,,HREC
BRHRECCTF005,2022-10-17,0.8,Setembro/2022,2022-09-30,BRHRECCTF005,RENDIMENTO,2022-09-30,,HREC
BRHRECR06M11,2022-10-17,0.77,Setembro/2022,2022-09-30,BRHRECR06M11,RENDIMENTO,2022-09-30,,HREC
BRHRECR07M10,2022-10-17,0.66,Setembro/2022,2022-09-30,BRHRECR07M10,RENDIMENTO,2022-09-30,,HREC
BRHRECCTF005,2022-09-15,0.8,Agosto/2022,2022-08-31,BRHRECCTF005,RENDIMENTO,2022-08-31,,HREC
BRHRECR06M11,2022-09-15,0.8,Agosto/2022,2022-08-31,BRHRECR06M11,RENDIMENTO,2022-08-31,,HREC
BRHRECCTF005,2022-08-12,1.1,Julho/2022,2022-07-29,BRHRECCTF005,RENDIMENTO,2022-07-29,,HREC
BRHRECR06M11,2022-08-12,0.13,Julho/2022,2022-07-29,BRHRECR06M11,RENDIMENTO,2022-07-29,,HREC
BRHRECCTF005,2022-07-14,1.4,Junho/2022,2022-06-30,BRHRECCTF005,RENDIMENTO,2022-06-30,,HREC
BRHRECCTF005,2022-06-14,1.3,Maio/2022,2022-05-31,BRHRECCTF005,RENDIMENTO,2022-05-31,,HREC
BRHRECCTF005,2022-05-13,1.0,Abril/2022,2022-04-29,BRHRECCTF005,RENDIMENTO,2022-04-29,,HREC
BRHRECCTF005,2022-04-14,0.95,Março/2022,2022-03-31,BRHRECCTF005,RENDIMENTO,2022-03-31,,HREC
BRHRECCTF005,2022-03-15,0.9,Fevereiro/2022,2022-02-25,BRHRECCTF005,RENDIMENTO,2022-02-25,,HREC
BRHRECCTF005,2022-02-14,0.9,Janeiro/2022,2022-01-31,BRHRECCTF005,RENDIMENTO,2022-01-31,,HREC
BRHUCGCTF004,2023-01-13,0.79,DEZEMBRO/2022,2022-12-29,BRHUCGCTF004,RENDIMENTO,2022-12-29,,HUCG
BRHUCGCTF004,2022-12-14,0.41,Novembro/2022,2022-11-30,BRHUCGCTF004,RENDIMENTO,2022-11-30,,HUCG
BRHUCGCTF004,2022-11-16,0.62,Outubro/2022,2022-10-31,BRHUCGCTF004,RENDIMENTO,2022-10-31,,HUCG
BRHUCGCTF004,2022-10-17,0.69,Setembro/2022,2022-09-30,BRHUCGCTF004,RENDIMENTO,2022-09-30,,HUCG
BRHUCGCTF004,2022-09-15,0.82,Agosto/2022,2022-08-31,BRHUCGCTF004,RENDIMENTO,2022-08-31,,HUCG
BRHUCGCTF004,2022-08-12,0.77,julho/2022,2022-07-29,BRHUCGCTF004,RENDIMENTO,2022-07-29,,HUCG
BRHUCGCTF004,2022-07-14,0.91,junho/2022,2022-06-30,BRHUCGCTF004,RENDIMENTO,2022-06-30,,HUCG
BRHUCGCTF004,2022-06-14,0.74,Maio/2022,2022-05-31,BRHUCGCTF004,RENDIMENTO,2022-05-31,,HUCG
BRKNPRCTF002,2023-01-11,2.5,DEZEMBRO 2022/2022,2022-12-29,BRKNPRCTF002,RENDIMENTO,2022-12-29,,KNPR
BREDGACTF001,2022-12-29,0.15,Novembro-2022/2022,2022-12-22,BREDGACTF001,RENDIMENTO,2022-12-22,,EDGA
BREDGACTF001,2022-11-30,0.15,Outubro-2022/2022,2022-11-23,BREDGACTF001,RENDIMENTO,2022-11-23,,EDGA
BREDGACTF001,2022-10-31,0.104291527,Setembro-2022/2022,2022-10-24,BREDGACTF001,RENDIMENTO,2022-10-24,,EDGA
BREDGACTF001,2022-09-30,0.078413288,Agosto-2022/2022,2022-09-23,BREDGACTF001,RENDIMENTO,2022-09-23,,EDGA
BREDGACTF001,2022-08-31,0.09339196,Julho/2022,2022-08-24,BREDGACTF001,RENDIMENTO,2022-08-24,,EDGA
BREDGACTF001,2022-07-29,0.141109535,Junho/2022,2022-07-22,BREDGACTF001,RENDIMENTO,2022-07-22,,EDGA
BREDGACTF001,2022-06-30,0.160790085,Maio/2022,2022-06-23,BREDGACTF001,RENDIMENTO,2022-06-23,,EDGA
BREDGACTF001,2022-05-31,0.137463533,Abril/2022,2022-05-24,BREDGACTF001,RENDIMENTO,2022-05-24,,EDGA
BREDGACTF001,2022-04-29,0.175238179,Março/2022,2022-04-22,BREDGACTF001,RENDIMENTO,2022-04-22,,EDGA
BREDGACTF001,2022-03-31,0.150505812,Fevereiro/2022,2022-03-24,BREDGACTF001,RENDIMENTO,2022-03-24,,EDGA
BREDGACTF001,2022-02-25,0.107330226,Janeiro/2022,2022-02-18,BREDGACTF001,RENDIMENTO,2022-02-18,,EDGA
BREDGACTF001,2022-01-31,0.087191121,Dezembro/2021,2022-01-24,BREDGACTF001,RENDIMENTO,2022-01-24,,EDGA
BRVTPLCTF009,2019-12-16,5.11,Dezembro-antecipacao/2019,2019-12-09,BRVTPLCTF009,RENDIMENTO,2019-12-09,,VTPL
BRHGCRCTF000,2023-01-13,1.2,Dezembro/2022,2022-12-29,BRHGCRCTF000,RENDIMENTO,2022-12-29,,HGCR
BRHGCRCTF000,2022-12-14,1.2,Novembro/2022,2022-11-30,BRHGCRCTF000,RENDIMENTO,2022-11-30,,HGCR
BRHGCRCTF000,2022-11-16,1.2,Outubro/2022,2022-10-31,BRHGCRCTF000,RENDIMENTO,2022-10-31,,HGCR
BRHGCRR26M15,2022-11-16,0.8,Outubro/2022,2022-10-31,BRHGCRR26M15,RENDIMENTO,2022-10-31,,HGCR
BRHGCRR27M14,2022-11-16,0.64,Outubro/2022,2022-10-31,BRHGCRR27M14,RENDIMENTO,2022-10-31,,HGCR
BRHGCRR28M13,2022-11-16,0.12,Outubro/2022,2022-10-31,BRHGCRR28M13,RENDIMENTO,2022-10-31,,HGCR
BRHGCRCTF000,2022-10-17,1.2,Setembro/2022,2022-09-30,BRHGCRCTF000,RENDIMENTO,2022-09-30,,HGCR
BRHGCRR26M15,2022-10-17,0.04,Setembro/2022,2022-09-30,BRHGCRR26M15,RENDIMENTO,2022-09-30,,HGCR
BRHGCRCTF000,2022-09-15,1.2,Agosto/2022,2022-08-31,BRHGCRCTF000,RENDIMENTO,2022-08-31,,HGCR
BRHGCRCTF000,2022-08-12,1.2,Julho/2022,2022-07-29,BRHGCRCTF000,RENDIMENTO,2022-07-29,,HGCR
BRHGCRCTF000,2022-07-14,1.2,Junho/2022,2022-06-30,BRHGCRCTF000,RENDIMENTO,2022-06-30,,HGCR
BRHGCRCTF000,2022-06-14,1.15,Maio/2022,2022-05-31,BRHGCRCTF000,RENDIMENTO,2022-05-31,,HGCR
BRHGCRCTF000,2022-05-13,1.1,Abril/2022,2022-04-29,BRHGCRCTF000,RENDIMENTO,2022-04-29,,HGCR
BRHGCRR21M10,2022-05-13,0.65,Abril/2022,2022-04-29,BRHGCRR21M10,RENDIMENTO,2022-04-29,,HGCR
BRHGCRR22M19,2022-05-13,0.65,Abril/2022,2022-04-29,BRHGCRR22M19,RENDIMENTO,2022-04-29,,HGCR
BRHGCRR23M18,2022-05-13,0.62,Abril/2022,2022-04-29,BRHGCRR23M18,RENDIMENTO,2022-04-29,,HGCR
BRHGCRR24M17,2022-05-13,0.37,Abril/2022,2022-04-29,BRHGCRR24M17,RENDIMENTO,2022-04-29,,HGCR
BRHGCRR25M16,2022-05-13,0.1,Abril/2022,2022-04-29,BRHGCRR25M16,RENDIMENTO,2022-04-29,,HGCR
BRHGCRCTF000,2022-04-14,1.05,Março/2022,2022-03-31,BRHGCRCTF000,RENDIMENTO,2022-03-31,,HGCR
BRHGCRR21M10,2022-04-14,0.5,Março/2022,2022-03-31,BRHGCRR21M10,RENDIMENTO,2022-03-31,,HGCR
BRHGCRR22M19,2022-04-14,0.31,Março/2022,2022-03-31,BRHGCRR22M19,RENDIMENTO,2022-03-31,,HGCR
BRHGCRCTF000,2022-03-15,1.05,Fevereiro/2022,2022-02-25,BRHGCRCTF000,RENDIMENTO,2022-02-25,,HGCR
BRHGCRCTF000,2022-02-14,1.03,Janeiro/2022,2022-01-31,BRHGCRCTF000,RENDIMENTO,2022-01-31,,HGCR
BRMGLGCTF004,2023-01-25,0.35,12/2022/2023,2023-01-13,BRMGLGCTF004,RENDIMENTO,2023-01-13,,MGLG
BRMGLGCTF004,2022-12-14,0.35,Novembro/2022/2022,2022-12-07,BRMGLGCTF004,RENDIMENTO,2022-12-07,,MGLG
BRMGLGCTF004,2022-11-16,0.35,OUTUBRO/2022/2022,2022-11-08,BRMGLGCTF004,RENDIMENTO,2022-11-08,,MGLG
BRMGLGCTF004,2022-10-17,0.35,Setembro/2022/2022,2022-10-07,BRMGLGCTF004,RENDIMENTO,2022-10-07,,MGLG
BRMGLGCTF004,2022-09-15,0.16,Agosto/2022,2022-09-08,BRMGLGCTF004,RENDIMENTO,2022-09-08,,MGLG
BRMGLGCTF004,2022-08-12,0.5,Julho/2022,2022-08-05,BRMGLGCTF004,RENDIMENTO,2022-08-05,,MGLG
BRMGLGCTF004,2022-07-14,0.5,Junho/2022,2022-07-07,BRMGLGCTF004,RENDIMENTO,2022-07-07,,MGLG
BRMGLGR04M16,2022-07-14,0.16,Junho/2022,2022-07-07,BRMGLGR04M16,RENDIMENTO,2022-07-07,,MGLG
BRMGLGR05M15,2022-07-14,0.05,Junho/2022,2022-07-07,BRMGLGR05M15,RENDIMENTO,2022-07-07,,MGLG
BRMGLGCTF004,2022-06-14,0.6,Maio/2022,2022-06-07,BRMGLGCTF004,RENDIMENTO,2022-06-07,,MGLG
BRMGLGR03M17,2022-06-14,0.6,Maio/2022,2022-06-07,BRMGLGR03M17,RENDIMENTO,2022-06-07,,MGLG
BRMGLGCTF004,2022-05-13,0.6,Abril/2022,2022-05-06,BRMGLGCTF004,RENDIMENTO,2022-05-06,,MGLG
BRMGLGCTF004,2022-04-14,0.6,Março/2022,2022-04-07,BRMGLGCTF004,RENDIMENTO,2022-04-07,,MGLG
BRMGLGCTF004,2022-03-15,0.6,Fevereiro/2022,2022-03-08,BRMGLGCTF004,RENDIMENTO,2022-03-08,,MGLG
BRMGLGCTF004,2022-02-14,0.63,Janeiro/2022,2022-02-07,BRMGLGCTF004,RENDIMENTO,2022-02-07,,MGLG
BRMGLGCTF004,2022-02-07,0.3682237795,Dezembro/2021,2022-01-31,BRMGLGCTF004,RENDIMENTO,2022-01-31,,MGLG
BRMGLGCTF004,2021-12-28,0.63,Novembro/2021,2021-12-07,BRMGLGCTF004,AMORTIZACAO RF,2021-12-07,,MGLG
BRBTWRCTF004,2023-01-13,0.73,12/2022,2022-12-29,BRBTWRCTF004,RENDIMENTO,2022-12-29,,BTWR
BRBTWRCTF004,2022-12-14,0.42,11/2022,2022-11-30,BRBTWRCTF004,RENDIMENTO,2022-11-30,,BTWR
BRBTWRCTF004,2022-11-16,0.42,Outubro/2022,2022-10-31,BRBTWRCTF004,RENDIMENTO,2022-10-31,,BTWR
BRBTWRCTF004,2022-10-17,0.4,SETEMBRO/2022,2022-09-30,BRBTWRCTF004,RENDIMENTO,2022-09-30,,BTWR
BRBTWRCTF004,2022-09-14,0.38,Agosto/2022,2022-08-31,BRBTWRCTF004,RENDIMENTO,2022-08-31,,BTWR
BRBTWRCTF004,2022-08-12,0.36,Julho/2022,2022-07-29,BRBTWRCTF004,RENDIMENTO,2022-07-29,,BTWR
BRBTWRCTF004,2022-07-14,0.46,Junho/2022,2022-06-30,BRBTWRCTF004,RENDIMENTO,2022-06-30,,BTWR
BRBTWRCTF004,2022-06-14,0.5,Maio/2022,2022-05-31,BRBTWRCTF004,RENDIMENTO,2022-05-31,,BTWR
BRBTWRCTF004,2022-05-13,0.43,Abril/2022,2022-04-29,BRBTWRCTF004,RENDIMENTO,2022-04-29,,BTWR
BRBTWRCTF004,2022-04-14,0.37,Março/2022,2022-03-31,BRBTWRCTF004,RENDIMENTO,2022-03-31,,BTWR
BRBTWRCTF004,2022-03-15,0.3,Fevereiro/2022,2022-02-25,BRBTWRCTF004,RENDIMENTO,2022-02-25,,BTWR
BRBTWRCTF004,2022-02-14,0.2497,Janeiro/2022,2022-01-31,BRBTWRCTF004,RENDIMENTO,2022-01-31,,BTWR
BRKDIFCTF003,2023-01-06,1.35,Dezembro/2022,2022-12-29,BRKDIFCTF003,RENDIMENTO,2022-12-29,,KDIF
BRKDIFR04M17,2023-01-06,1.35,Dezembro/2022,2022-12-29,BRKDIFR04M17,RENDIMENTO,2022-12-29,,KDIF
BRKDIFCTF003,2022-12-07,1.35,Novembro/2022,2022-11-30,BRKDIFCTF003,RENDIMENTO,2022-11-30,,KDIF
BRKDIFR04M17,2022-12-07,1.35,Novembro/2022,2022-11-30,BRKDIFR04M17,RENDIMENTO,2022-11-30,,KDIF
BRKDIFCTF003,2022-11-08,1.2,Outubro/2022,2022-10-31,BRKDIFCTF003,RENDIMENTO,2022-10-31,,KDIF
BRKDIFCTF003,2022-10-07,1.2,Setembro/2022,2022-09-30,BRKDIFCTF003,RENDIMENTO,2022-09-30,,KDIF
BRKDIFCTF003,2022-09-08,1.2,Agosto/2022,2022-08-31,BRKDIFCTF003,RENDIMENTO,2022-08-31,,KDIF
BRKDIFCTF003,2022-08-05,0.7,Julho/2022,2022-07-29,BRKDIFCTF003,RENDIMENTO,2022-07-29,,KDIF
BRKDIFCTF003,2022-07-07,1.8,junho/2022,2022-06-30,BRKDIFCTF003,RENDIMENTO,2022-06-30,,KDIF
BRKDIFCTF003,2022-06-07,1.7,MAIO/2022,2022-05-31,BRKDIFCTF003,RENDIMENTO,2022-05-31,,KDIF
BRKDIFCTF003,2022-05-06,1.9,ABRIL/2022,2022-04-29,BRKDIFCTF003,RENDIMENTO,2022-04-29,,KDIF
BRKDIFCTF003,2022-04-07,1.8,Março/2022,2022-03-31,BRKDIFCTF003,RENDIMENTO,2022-03-31,,KDIF
BRKDIFCTF003,2022-03-08,1.2,fevereiro/2022,2022-02-25,BRKDIFCTF003,RENDIMENTO,2022-02-25,,KDIF
BRKDIFCTF003,2022-02-07,1.2,Janeiro/2022,2022-01-31,BRKDIFCTF003,RENDIMENTO,2022-01-31,,KDIF
BRGCFFCTF009,2023-01-19,0.72,Dezembro-2022/2023,2023-01-12,BRGCFFCTF009,RENDIMENTO,2023-01-12,,GCFF
BRGCFFCTF009,2022-12-20,0.72,Novembro-2022/2022,2022-12-13,BRGCFFCTF009,RENDIMENTO,2022-12-13,,GCFF
BRGCFFCTF009,2022-11-22,0.74,Outubro-2022/2022,2022-11-14,BRGCFFCTF009,RENDIMENTO,2022-11-14,,GCFF
BRGCFFCTF009,2022-10-21,0.74,Setembro-2022/2022,2022-10-14,BRGCFFCTF009,RENDIMENTO,2022-10-14,,GCFF
BRGCFFCTF009,2022-09-21,0.76,Agosto-2022/2022,2022-09-14,BRGCFFCTF009,RENDIMENTO,2022-09-14,,GCFF
BRGCFFCTF009,2022-08-18,0.76,Julho/2022,2022-08-11,BRGCFFCTF009,RENDIMENTO,2022-08-11,,GCFF
BRGCFFCTF009,2022-07-20,0.79,Junho/2022,2022-07-13,BRGCFFCTF009,RENDIMENTO,2022-07-13,,GCFF
BRGCFFCTF009,2022-07-20,0.5,Junho/2022,2022-07-13,BRGCFFCTF009,AMORTIZACAO RF,2022-07-13,,GCFF
BRGCFFCTF009,2022-06-21,0.77,Maio/2022,2022-06-13,BRGCFFCTF009,RENDIMENTO,2022-06-13,,GCFF
BRGCFFCTF009,2022-06-21,0.5,Maio/2022,2022-06-13,BRGCFFCTF009,AMORTIZACAO RF,2022-06-13,,GCFF
BRGCFFCTF009,2022-05-19,0.75,Abril/2022,2022-05-12,BRGCFFCTF009,RENDIMENTO,2022-05-12,,GCFF
BRGCFFCTF009,2022-05-19,0.5,Abril/2022,2022-05-12,BRGCFFCTF009,AMORTIZACAO RF,2022-05-12,,GCFF
BRGCFFCTF009,2022-04-22,0.78,Março/2022,2022-04-13,BRGCFFCTF009,RENDIMENTO,2022-04-13,,GCFF
BRGCFFCTF009,2022-04-22,0.5,Março/2022,2022-04-13,BRGCFFCTF009,AMORTIZACAO RF,2022-04-13,,GCFF
BRGCFFCTF009,2022-03-21,0.75,Fevereiro/2022,2022-03-14,BRGCFFCTF009,RENDIMENTO,2022-03-14,,GCFF
BRGCFFCTF009,2022-03-21,0.5,Fevereiro/2022,2022-03-14,BRGCFFCTF009,AMORTIZACAO RF,2022-03-14,,GCFF
BRGCFFCTF009,2022-02-18,0.75,Janeiro/2022,2022-02-11,BRGCFFCTF009,RENDIMENTO,2022-02-11,,GCFF
BRGCFFCTF009,2022-02-18,1.0,Janeiro/2022,2022-02-11,BRGCFFCTF009,AMORTIZACAO RF,2022-02-11,,GCFF
BRRBVACTF006,2023-01-13,1.07,Dezembro/2022,2022-12-29,BRRBVACTF006,RENDIMENTO,2022-12-29,,RBVA
BRRBVACTF006,2022-12-15,1.07,Novembro/2022,2022-11-30,BRRBVACTF006,RENDIMENTO,2022-11-30,,RBVA
BRRBVACTF006,2022-11-14,1.07,Outubro/2022,2022-10-31,BRRBVACTF006,RENDIMENTO,2022-10-31,,RBVA
BRRBVACTF006,2022-10-14,1.07,Setembro/2022,2022-09-30,BRRBVACTF006,RENDIMENTO,2022-09-30,,RBVA
BRRBVACTF006,2022-09-15,1.02,AGOSTO/2022,2022-08-31,BRRBVACTF006,RENDIMENTO,2022-08-31,,RBVA
BRRBVACTF006,2022-08-15,1.0,JULHO/2022,2022-07-29,BRRBVACTF006,RENDIMENTO,2022-07-29,,RBVA
BRRBVACTF006,2022-07-15,1.1,JUNHO/2022,2022-06-30,BRRBVACTF006,RENDIMENTO,2022-06-30,,RBVA
BRRBVACTF006,2022-06-15,0.92,MAIO/2022,2022-05-31,BRRBVACTF006,RENDIMENTO,2022-05-31,,RBVA
BRRBVACTF006,2022-05-13,0.92,ABRIL/2022,2022-04-29,BRRBVACTF006,RENDIMENTO,2022-04-29,,RBVA
BRRBVACTF006,2022-04-14,0.92,MARÇO/2022,2022-03-31,BRRBVACTF006,RENDIMENTO,2022-03-31,,RBVA
BRRBVACTF006,2022-03-15,0.92,FEVEREIRO/2022,2022-02-25,BRRBVACTF006,RENDIMENTO,2022-02-25,,RBVA
BRRBVACTF006,2022-02-15,0.92,JANEIRO/2022,2022-01-31,BRRBVACTF006,RENDIMENTO,2022-01-31,,RBVA
BRKNHYCTF005,2023-01-12,0.95,Dezembro 2022/2022,2022-12-29,BRKNHYCTF005,RENDIMENTO,2022-12-29,,KNHY
BRKNHYCTF005,2022-12-13,0.9,NOVEMBRO 2022/2022,2022-11-30,BRKNHYCTF005,RENDIMENTO,2022-11-30,,KNHY
BRKNHYCTF005,2022-11-14,0.47,outubro 2022/2022,2022-10-31,BRKNHYCTF005,RENDIMENTO,2022-10-31,,KNHY
BRKNHYCTF005,2022-10-14,0.37,setembro 2022/2022,2022-09-30,BRKNHYCTF005,RENDIMENTO,2022-09-30,,KNHY
BRKNHYCTF005,2022-09-14,0.76,AGOSTO/2022,2022-08-31,BRKNHYCTF005,RENDIMENTO,2022-08-31,,KNHY
BRKNHYCTF005,2022-08-11,1.16,JULHO/2022,2022-07-29,BRKNHYCTF005,RENDIMENTO,2022-07-29,,KNHY
BRKNHYCTF005,2022-07-13,1.28,JUNHO/2022,2022-06-30,BRKNHYCTF005,RENDIMENTO,2022-06-30,,KNHY
BRKNHYCTF005,2022-06-13,1.75,MAIO/2022,2022-05-31,BRKNHYCTF005,RENDIMENTO,2022-05-31,,KNHY
BRKNHYCTF005,2022-05-12,1.55,ABRIL/2022,2022-04-29,BRKNHYCTF005,RENDIMENTO,2022-04-29,,KNHY
BRKNHYCTF005,2022-04-13,1.21,MARÇO/2022,2022-03-31,BRKNHYCTF005,RENDIMENTO,2022-03-31,,KNHY
BRKNHYCTF005,2022-03-14,1.1,FEVEREIRO/2022,2022-02-25,BRKNHYCTF005,RENDIMENTO,2022-02-25,,KNHY
BRKNHYCTF005,2022-02-11,1.3,Janeiro/2022,2022-01-31,BRKNHYCTF005,RENDIMENTO,2022-01-31,,KNHY
BRNSLUCTF008,2023-01-06,1.510047294,Novembro-2022/2022,2022-12-29,BRNSLUCTF008,RENDIMENTO,2022-12-29,,NSLU
BRNSLUCTF008,2022-12-07,1.497542929,Outubro-2022/2022,2022-11-30,BRNSLUCTF008,RENDIMENTO,2022-11-30,,NSLU
BRNSLUCTF008,2022-11-08,1.405901502,Setembro-2022/2022,2022-10-31,BRNSLUCTF008,RENDIMENTO,2022-10-31,,NSLU
