assetIssued,paymentDate,rate,relatedTo,approvedOn,isinCode,label,lastDatePrior,remarks,code
BRURPRCTF002,2023-01-13,1.21,12-2022/2022,2022-12-29,BRURPRCTF002,RENDIMENTO,2022-12-29,,URPR
BRURPRCTF002,2022-12-14,1.11,11-2022/2022,2022-11-30,BRURPRCTF002,RENDIMENTO,2022-11-30,,URPR
BRURPRCTF002,2022-11-16,1.13,10-2022/2022,2022-10-31,BRURPRCTF002,RENDIMENTO,2022-10-31,,URPR
BRURPRCTF002,2022-10-17,1.31,30/09/2022/2022,2022-09-30,BRURPRCTF002,RENDIMENTO,2022-09-30,,URPR
BRURPRR12M16,2022-10-17,0.68,30/09/2022/2022,2022-09-30,BRURPRR12M16,RENDIMENTO,2022-09-30,,URPR
BRURPRCTF002,2022-09-15,1.62,08-2022/2022,2022-08-31,BRURPRCTF002,RENDIMENTO,2022-08-31,,URPR
BRURPRCTF002,2022-08-12,1.2,07-2022/2022,2022-07-29,BRURPRCTF002,RENDIMENTO,2022-07-29,,URPR
BRURPRCTF002,2022-07-14,1.85,06-2022/2022,2022-06-30,BRURPRCTF002,RENDIMENTO,2022-06-30,,URPR
BRURPRR10M18,2022-07-14,1.0,06-2022/2022,2022-06-30,BRURPRR10M18,RENDIMENTO,2022-06-30,,URPR
BRURPRR11M17,2022-07-14,1.0,06-2022/2022,2022-06-30,BRURPRR11M17,RENDIMENTO,2022-06-30,,URPR
BRURPRCTF002,2022-06-14,2.01,05-2022/2022,2022-05-31,BRURPRCTF002,RENDIMENTO,2022-05-31,,URPR
BRURPRR10M18,2022-06-14,1.09,05-2022/2022,2022-05-31,BRURPRR10M18,RENDIMENTO,2022-05-31,,URPR
BRURPRR11M17,2022-06-14,0.94,05-2022/2022,2022-05-31,BRURPRR11M17,RENDIMENTO,2022-05-31,,URPR
BRURPRCTF002,2022-05-13,1.84,04-2022/2022,2022-04-29,BRURPRCTF002,RENDIMENTO,2022-04-29,,URPR
BRURPRCTF002,2022-04-14,1.65,03-2022/2022,2022-03-31,BRURPRCTF002,RENDIMENTO,2022-03-31,,URPR
BRURPRCTF002,2022-03-15,1.635,02-2022/2022,2022-02-25,BRURPRCTF002,RENDIMENTO,2022-02-25,,URPR
BRURPRCTF002,2022-02-14,1.63,01-2022/2022,2022-01-31,BRURPRCTF002,RENDIMENTO,2022-01-31,,URPR
BRURPRR08M12,2022-02-14,1.1736,01-2022/2022,2022-01-31,BRURPRR08M12,RENDIMENTO,2022-01-31,,URPR
BRURPRR08M12,2022-02-14,1.1736,01-2022/2022,2022-01-31,BRURPRR08M12,RENDIMENTO,2022-01-31,,URPR
BRURPRR09M11,2022-02-14,1.1736,01-2022/2022,2022-01-31,BRURPRR09M11,RENDIMENTO,2022-01-31,,URPR
BRVJFDCTF008,2023-01-13,1.1,Dezembro/2022,2022-12-29,BRVJFDCTF008,RENDIMENTO,2022-12-29,,VJFD
BRVJFDCTF008,2022-12-14,1.0175,Novembro/2022,2022-11-30,BRVJFDCTF008,RENDIMENTO,2022-11-30,,VJFD
BRVJFDCTF008,2022-11-16,1.0117,Outubro/2022,2022-10-31,BRVJFDCTF008,RENDIMENTO,2022-10-31,,VJFD
BRVJFDCTF008,2022-10-17,1.0109149,Setembro/2022,2022-09-30,BRVJFDCTF008,RENDIMENTO,2022-09-30,,VJFD
BRVJFDCTF008,2022-09-15,1.0161102,Agosto/2022,2022-08-31,BRVJFDCTF008,RENDIMENTO,2022-08-31,,VJFD
BRVJFDCTF008,2022-08-12,1.0033,Julho/2022,2022-07-29,BRVJFDCTF008,RENDIMENTO,2022-07-29,,VJFD
BRVJFDCTF008,2022-07-14,0.9949,Junho/2022,2022-06-30,BRVJFDCTF008,RENDIMENTO,2022-06-30,,VJFD
BRVJFDCTF008,2022-06-14,0.93,Maio/2022,2022-05-31,BRVJFDCTF008,RENDIMENTO,2022-05-31,,VJFD
BRVJFDCTF008,2022-05-13,0.9,Abril/2022,2022-04-29,BRVJFDCTF008,RENDIMENTO,2022-04-29,,VJFD
BRVJFDCTF008,2022-04-14,0.8881,Março/2022,2022-03-31,BRVJFDCTF008,RENDIMENTO,2022-03-31,,VJFD
BRVJFDCTF008,2022-03-15,0.8357,Fevereiro/2022,2022-02-25,BRVJFDCTF008,RENDIMENTO,2022-02-25,,VJFD
BRVJFDCTF008,2022-02-14,0.92,Janeiro/2022,2022-01-31,BRVJFDCTF008,RENDIMENTO,2022-01-31,,VJFD
BRPATCCTF002,2023-01-09,0.34,Dezembro/2022,2022-12-29,BRPATCCTF002,RENDIMENTO,2022-12-29,,PATC
BRPATCCTF002,2023-01-11,2.87,DEZEMBRO/2022,2022-12-23,BRPATCCTF002,AMORTIZACAO RF,2022-12-23,,PATC
BRPATCCTF002,2022-12-08,0.28,Novembro/2022,2022-11-30,BRPATCCTF002,RENDIMENTO,2022-11-30,,PATC
BRPATCCTF002,2022-11-09,5.75,NOVEMBRO/2022,2022-11-01,BRPATCCTF002,AMORTIZACAO RF,2022-11-01,,PATC
BRPATCCTF002,2022-11-09,0.4,Outubro/2022,2022-10-31,BRPATCCTF002,RENDIMENTO,2022-10-31,,PATC
BRPATCCTF002,2022-10-10,0.4,Setembro/2022,2022-09-30,BRPATCCTF002,RENDIMENTO,2022-09-30,,PATC
BRPATCCTF002,2022-09-09,0.34,Agosto/2022,2022-08-31,BRPATCCTF002,RENDIMENTO,2022-08-31,,PATC
BRPATCCTF002,2022-08-26,1.95,2022,2022-08-19,BRPATCCTF002,AMORTIZACAO RF,2022-08-19,,PATC
BRPATCCTF002,2022-08-08,0.92,julho/2022,2022-07-29,BRPATCCTF002,RENDIMENTO,2022-07-29,,PATC
BRPATCCTF002,2022-07-08,0.32,junho/2022,2022-06-30,BRPATCCTF002,RENDIMENTO,2022-06-30,,PATC
BRPATCCTF002,2022-06-08,0.32,Maio/2022,2022-05-31,BRPATCCTF002,RENDIMENTO,2022-05-31,,PATC
BRPATCCTF002,2022-05-09,0.32,Abril/2022,2022-04-29,BRPATCCTF002,RENDIMENTO,2022-04-29,,PATC
BRPATCCTF002,2022-04-08,0.32,Março/2022,2022-03-31,BRPATCCTF002,RENDIMENTO,2022-03-31,,PATC
BRPATCCTF002,2022-03-09,0.3,Fevereiro/2022,2022-02-25,BRPATCCTF002,RENDIMENTO,2022-02-25,,PATC
BRPATCCTF002,2022-02-08,0.3,Janeiro/2022,2022-01-31,BRPATCCTF002,RENDIMENTO,2022-01-31,,PATC
BREUROCTF011,2023-01-13,2.03,Dezembro/2022,2022-12-29,BREUROCTF011,RENDIMENTO,2022-12-29,,EURO
BREUROCTF011,2022-12-14,1.92,Novembro/2022,2022-11-30,BREUROCTF011,RENDIMENTO,2022-11-30,,EURO
BREUROCTF011,2022-11-16,1.83,Outubro/2022,2022-10-31,BREUROCTF011,RENDIMENTO,2022-10-31,,EURO
BREUROCTF011,2022-10-17,1.75,Setembro/2022,2022-09-30,BREUROCTF011,RENDIMENTO,2022-09-30,,EURO
BREUROCTF011,2022-09-15,1.75,Agosto/2022,2022-08-31,BREUROCTF011,RENDIMENTO,2022-08-31,,EURO
BREUROCTF011,2022-08-12,1.75,Julho/2022,2022-07-29,BREUROCTF011,RENDIMENTO,2022-07-29,,EURO
BREUROCTF011,2022-07-14,1.75,Junho/2022,2022-06-30,BREUROCTF011,RENDIMENTO,2022-06-30,,EURO
BREUROCTF011,2022-06-14,1.7,Maio/2022,2022-05-31,BREUROCTF011,RENDIMENTO,2022-05-31,,EURO
BREUROCTF011,2022-05-13,1.83,Abril/2022,2022-04-29,BREUROCTF011,RENDIMENTO,2022-04-29,,EURO
BREUROCTF011,2022-04-14,1.78,Março/2022,2022-03-31,BREUROCTF011,RENDIMENTO,2022-03-31,,EURO
BREUROCTF011,2022-03-15,1.78,Fevereiro/2022,2022-02-25,BREUROCTF011,RENDIMENTO,2022-02-25,,EURO
BREUROCTF011,2022-02-14,1.72,Janeiro/2022,2022-01-31,BREUROCTF011,RENDIMENTO,2022-01-31,,EURO
BRBVARCTF006,2023-01-23,12.91,Janeiro/2023,2023-01-13,BRBVARCTF006,RENDIMENTO,2023-01-13,,BVAR
BRBVARCTF006,2023-01-13,0.79931,Outubro/2021/2023,2023-01-05,BRBVARCTF006,AMORTIZACAO RF,2023-01-05,,BVAR
BRBVARCTF006,2023-01-13,11.9,Dezembro/2022,2022-12-29,BRBVARCTF006,RENDIMENTO,2022-12-29,,BVAR
BRBVARCTF006,2022-12-23,7.51,Dezembro/2022,2022-12-15,BRBVARCTF006,RENDIMENTO,2022-12-15,,BVAR
BRBVARCTF006,2022-11-23,6.97,Novembro/2022,2022-11-14,BRBVARCTF006,RENDIMENTO,2022-11-14,,BVAR
BRBVARCTF006,2022-10-24,50.98,Outubro/2022,2022-10-14,BRBVARCTF006,RENDIMENTO,2022-10-14,,BVAR
BRBVARCTF006,2022-09-23,7.66,Setembro/2022,2022-09-15,BRBVARCTF006,RENDIMENTO,2022-09-15,,BVAR
BRBVARCTF006,2022-08-23,7.98,Agosto/2022,2022-08-15,BRBVARCTF006,RENDIMENTO,2022-08-15,,BVAR
BRBVARCTF006,2022-08-08,0.79932,Outubro/2021,2022-07-29,BRBVARCTF006,AMORTIZACAO RF,2022-07-29,,BVAR
BRBVARCTF006,2022-07-25,17.42,Julho/2022,2022-07-15,BRBVARCTF006,RENDIMENTO,2022-07-15,,BVAR
BRBVARCTF006,2022-07-15,8.0,Junho/2022,2022-06-30,BRBVARCTF006,RENDIMENTO,2022-06-30,,BVAR
BRBVARCTF006,2022-06-24,22.13,Junho/2022,2022-06-15,BRBVARCTF006,RENDIMENTO,2022-06-15,,BVAR
BRBVARCTF006,2022-05-23,7.01,MAIO/2022,2022-05-13,BRBVARCTF006,RENDIMENTO,2022-05-13,,BVAR
BRBVARCTF006,2022-04-26,6.86,Abril/2022,2022-04-14,BRBVARCTF006,RENDIMENTO,2022-04-14,,BVAR
BRBVARCTF006,2022-03-23,7.37,Março/2022,2022-03-15,BRBVARCTF006,RENDIMENTO,2022-03-15,,BVAR
BRBVARCTF006,2022-02-23,9.43,Fevereiro/2022,2022-02-15,BRBVARCTF006,RENDIMENTO,2022-02-15,,BVAR
BRBVARCTF006,2022-02-11,0.799316,Outubro/2021,2022-02-03,BRBVARCTF006,AMORTIZACAO RF,2022-02-03,,BVAR
BRNEWLCTF004,2023-01-13,1.3,DEZEMBRO/2022,2022-12-29,BRNEWLCTF004,RENDIMENTO,2022-12-29,,NEWL
BRNEWLCTF004,2022-12-14,0.9,NOVEMBRO/2022,2022-11-30,BRNEWLCTF004,RENDIMENTO,2022-11-30,,NEWL
BRNEWLCTF004,2022-11-16,0.9,OUTUBRO/2022,2022-10-31,BRNEWLCTF004,RENDIMENTO,2022-10-31,,NEWL
BRNEWLCTF004,2022-10-17,0.9,SETEMBRO/2022,2022-09-30,BRNEWLCTF004,RENDIMENTO,2022-09-30,,NEWL
BRNEWLCTF004,2022-09-15,0.9,AGOSTO/2022,2022-08-31,BRNEWLCTF004,RENDIMENTO,2022-08-31,,NEWL
BRNEWLCTF004,2022-08-12,0.9,JULHO/2022,2022-07-29,BRNEWLCTF004,RENDIMENTO,2022-07-29,,NEWL
BRNEWLCTF004,2022-07-14,1.7,JUNHO/2022,2022-06-30,BRNEWLCTF004,RENDIMENTO,2022-06-30,,NEWL
BRNEWLCTF004,2022-06-14,0.8,Maio/2022,2022-05-31,BRNEWLCTF004,RENDIMENTO,2022-05-31,,NEWL
BRNEWLCTF004,2022-05-13,0.8,ABRIL/2022,2022-04-29,BRNEWLCTF004,RENDIMENTO,2022-04-29,,NEWL
BRNEWLCTF004,2022-04-14,0.8,MARÇO/2022,2022-03-31,BRNEWLCTF004,RENDIMENTO,2022-03-31,,NEWL
BRNEWLCTF004,2022-03-15,0.8,FEVEREIRO/2022,2022-02-25,BRNEWLCTF004,RENDIMENTO,2022-02-25,,NEWL
BRNEWLCTF004,2022-02-14,0.8,JANEIRO/2022,2022-01-31,BRNEWLCTF004,RENDIMENTO,2022-01-31,,NEWL
BRLSAGCTF004,2023-01-13,1.22715902,Dezembro/2022,2022-12-29,BRLSAGCTF004,RENDIMENTO,2022-12-29,,LSAG
BRLSAGR05M15,2023-01-13,1.22715902,Dezembro/2022,2022-12-29,BRLSAGR05M15,RENDIMENTO,2022-12-29,,LSAG
BRLSAGR06M14,2023-01-13,0.78091938,Dezembro/2022,2022-12-29,BRLSAGR06M14,RENDIMENTO,2022-12-29,,LSAG
BRLSAGR07M13,2023-01-13,0.55779956,Dezembro/2022,2022-12-29,BRLSAGR07M13,RENDIMENTO,2022-12-29,,LSAG
BRLSAGCTF004,2022-12-14,1.76063835,Novembro/2022,2022-11-30,BRLSAGCTF004,RENDIMENTO,2022-11-30,,LSAG
BRLSAGR05M15,2022-12-14,0.17606384,Novembro/2022,2022-11-30,BRLSAGR05M15,RENDIMENTO,2022-11-30,,LSAG
BRLSAGCTF004,2022-11-16,1.8497274,Outubro/2022,2022-10-31,BRLSAGCTF004,RENDIMENTO,2022-10-31,,LSAG
BRLSAGCTF004,2022-10-17,1.9178923031,Setembro/2022,2022-09-30,BRLSAGCTF004,RENDIMENTO,2022-09-30,,LSAG
BRLSAGCTF004,2022-09-15,1.2283300599,Agosto/2022,2022-08-31,BRLSAGCTF004,RENDIMENTO,2022-08-31,,LSAG
BRLSAGCTF004,2022-08-12,1.506973225,Julho/2022,2022-07-29,BRLSAGCTF004,RENDIMENTO,2022-07-29,,LSAG
BRLSAGCTF004,2022-07-14,1.49935661,JUNHO/2022,2022-06-30,BRLSAGCTF004,RENDIMENTO,2022-06-30,,LSAG
BRLSAGCTF004,2022-06-14,1.07307658,Maio/2022,2022-05-31,BRLSAGCTF004,RENDIMENTO,2022-05-31,,LSAG
BRLSAGCTF004,2022-05-13,0.94833596,Abril/2022,2022-04-29,BRLSAGCTF004,RENDIMENTO,2022-04-29,,LSAG
BRLSAGR01M19,2022-04-14,1.0573955,Março/2022,2022-03-31,BRLSAGR01M19,RENDIMENTO,2022-03-31,,LSAG
BRLSAGR03M17,2022-04-14,1.0573955,Março/2022,2022-03-31,BRLSAGR03M17,RENDIMENTO,2022-03-31,,LSAG
BRLSAGR04M16,2022-04-14,1.0573955,Março/2022,2022-03-31,BRLSAGR04M16,RENDIMENTO,2022-03-31,,LSAG
BRLSAGR01M19,2022-03-30,0.09114809,Fevereiro/2022,2022-03-23,BRLSAGR01M19,RENDIMENTO,2022-03-23,,LSAG
BRLSAGR02M18,2022-03-30,0.09114809,Fvereiro/2022,2022-03-23,BRLSAGR02M18,RENDIMENTO,2022-03-23,,LSAG
BRLSAGR02M18,2022-04-14,1.0573955,Março/2022,2022-03-31,BRLSAGR02M18,RENDIMENTO,2022-03-23,,LSAG
BRPABYCTF012,2013-01-14,0.13252879,2012,2013-01-02,BRPABYCTF012,RENDIMENTO,2013-01-02,,PABY
BRPABYCTF012,2003-07-14,1.05419684,2003,2003-06-26,BRPABYCTF012,DIVIDENDO,2003-06-26,,PABY
BRFAMBCTF018,2020-11-13,9.16,Outubro/2020,2020-10-30,BRFAMBCTF018,RENDIMENTO,2020-10-30,,FAMB
BRVILGCTF001,2023-01-13,0.7,dezembro/2022,2022-12-29,BRVILGCTF001,RENDIMENTO,2022-12-29,,VILG
BRVILGCTF001,2022-12-14,0.72,novembro/2022,2022-11-30,BRVILGCTF001,RENDIMENTO,2022-11-30,,VILG
BRVILGCTF001,2022-11-16,0.72,outubro/2022,2022-10-31,BRVILGCTF001,RENDIMENTO,2022-10-31,,VILG
BRVILGCTF001,2022-10-17,0.72,setembro/2022,2022-09-30,BRVILGCTF001,RENDIMENTO,2022-09-30,,VILG
BRVILGCTF001,2022-09-15,0.72,agosto/2022,2022-08-31,BRVILGCTF001,RENDIMENTO,2022-08-31,,VILG
BRVILGCTF001,2022-08-12,0.72,julho/2022,2022-07-29,BRVILGCTF001,RENDIMENTO,2022-07-29,,VILG
BRVILGCTF001,2022-07-14,0.71,junho/2022,2022-06-30,BRVILGCTF001,RENDIMENTO,2022-06-30,,VILG
BRVILGCTF001,2022-06-14,0.7,maio/2022,2022-05-31,BRVILGCTF001,RENDIMENTO,2022-05-31,,VILG
BRVILGCTF001,2022-05-13,0.7,ABRIL/2022,2022-04-29,BRVILGCTF001,RENDIMENTO,2022-04-29,,VILG
BRVILGCTF001,2022-04-14,0.7,Março/2022,2022-03-31,BRVILGCTF001,RENDIMENTO,2022-03-31,,VILG
BRVILGCTF001,2022-03-15,0.7,Fevereiro/2022,2022-02-25,BRVILGCTF001,RENDIMENTO,2022-02-25,,VILG
BRVILGCTF001,2022-02-14,0.7,Janeiro/2022,2022-01-31,BRVILGCTF001,RENDIMENTO,2022-01-31,,VILG
BRPLCRCTF003,2023-01-13,1.0,Dezembro/2022,2022-12-29,BRPLCRCTF003,RENDIMENTO,2022-12-29,,PLCR
BRPLCRCTF003,2022-12-14,1.0,Novembro/2022,2022-11-30,BRPLCRCTF003,RENDIMENTO,2022-11-30,,PLCR
BRPLCRCTF003,2022-11-16,1.1,Outubro/2022,2022-10-31,BRPLCRCTF003,RENDIMENTO,2022-10-31,,PLCR
BRPLCRCTF003,2022-10-17,1.05,Setembro/2022,2022-09-30,BRPLCRCTF003,RENDIMENTO,2022-09-30,,PLCR
BRPLCRCTF003,2022-09-15,1.19,Agosto/2022,2022-08-31,BRPLCRCTF003,RENDIMENTO,2022-08-31,,PLCR
BRPLCRCTF003,2022-08-12,1.19,Julho/2022,2022-07-29,BRPLCRCTF003,RENDIMENTO,2022-07-29,,PLCR
BRPLCRCTF003,2022-07-14,1.17,Junho/2022,2022-06-30,BRPLCRCTF003,RENDIMENTO,2022-06-30,,PLCR
BRPLCRCTF003,2022-06-14,1.15,Maio/2022,2022-05-31,BRPLCRCTF003,RENDIMENTO,2022-05-31,,PLCR
BRPLCRCTF003,2022-05-13,1.1,Abril/2022,2022-04-29,BRPLCRCTF003,RENDIMENTO,2022-04-29,,PLCR
BRPLCRCTF003,2022-04-14,1.05,Março/2022,2022-03-31,BRPLCRCTF003,RENDIMENTO,2022-03-31,,PLCR
BRPLCRCTF003,2022-03-15,1.0,Fevereiro/2022,2022-02-25,BRPLCRCTF003,RENDIMENTO,2022-02-25,,PLCR
BRPLCRCTF003,2022-02-14,1.05,Janeiro/2022,2022-01-31,BRPLCRCTF003,RENDIMENTO,2022-01-31,,PLCR
BRMANACTF006,2023-01-20,0.11,DEZEMBRO/2022,2022-12-29,BRMANACTF006,RENDIMENTO,2022-12-29,,MANA
BRMANAR03M17,2023-01-20,0.11,DEZEMBRO/2022,2022-12-29,BRMANAR03M17,RENDIMENTO,2022-12-29,,MANA
BRMANAR04M16,2023-01-20,0.11,DEZEMBRO/2022,2022-12-29,BRMANAR04M16,RENDIMENTO,2022-12-29,,MANA
BRMANAR05M15,2023-01-20,0.02,DEZEMBRO/2022,2022-12-29,BRMANAR05M15,RENDIMENTO,2022-12-29,,MANA
BRMANAR07M13,2023-01-20,0.02,DEZEMBRO/2022,2022-12-29,BRMANAR07M13,RENDIMENTO,2022-12-29,,MANA
BRMANACTF006,2022-12-21,0.11,NOVEMBRO/2022,2022-11-30,BRMANACTF006,RENDIMENTO,2022-11-30,,MANA
BRMANAR03M17,2022-12-21,0.11,NOVEMBRO/2022,2022-11-30,BRMANAR03M17,RENDIMENTO,2022-11-30,,MANA
BRMANAR04M16,2022-12-21,0.05,NOVEMBRO/2022,2022-11-30,BRMANAR04M16,RENDIMENTO,2022-11-30,,MANA
BRMANACTF006,2022-11-23,0.12,OUTUBRO/2022,2022-10-31,BRMANACTF006,RENDIMENTO,2022-10-31,,MANA
BRMANAR03M17,2022-11-23,0.01,OUTUBRO/2022,2022-10-31,BRMANAR03M17,RENDIMENTO,2022-10-31,,MANA
BRMANACTF006,2022-10-24,0.12,SETEMBRO/2022,2022-09-30,BRMANACTF006,RENDIMENTO,2022-09-30,,MANA
BRMANACTF006,2022-09-22,0.12,Agosto/2022/2022,2022-08-31,BRMANACTF006,RENDIMENTO,2022-08-31,,MANA
BRMANAR01M19,2022-08-19,0.11,Julho/2022/2022,2022-07-29,BRMANAR01M19,RENDIMENTO,2022-07-29,,MANA
BRMANAR01M19,2022-07-21,0.08,Junho/2022/2022,2022-06-30,BRMANAR01M19,RENDIMENTO,2022-06-30,,MANA
BREGAFCTF006,2023-01-13,4.2,12-2022/2022,2023-01-06,BREGAFCTF006,RENDIMENTO,2023-01-06,,EGAF
BREGAFCTF006,2022-10-17,4.36,09-2022/2022,2022-10-07,BREGAFCTF006,RENDIMENTO,2022-10-07,,EGAF
BREGAFR02M12,2022-10-17,2.11,09-2022/2022,2022-10-07,BREGAFR02M12,RENDIMENTO,2022-10-07,,EGAF
BREGAFR03M11,2022-10-17,1.59,09-2022/2022,2022-10-07,BREGAFR03M11,RENDIMENTO,2022-10-07,,EGAF
BREGAFR04M10,2022-10-17,1.23,09-2022/2022,2022-10-07,BREGAFR04M10,RENDIMENTO,2022-10-07,,EGAF
BREGAFR05M19,2022-10-17,1.33,09-2022/2022,2022-10-07,BREGAFR05M19,RENDIMENTO,2022-10-07,,EGAF
BREGAFR06M18,2022-10-17,1.08,09-2022/2022,2022-10-07,BREGAFR06M18,RENDIMENTO,2022-10-07,,EGAF
BREGAFR07M17,2022-10-17,0.77,09-2022/2022,2022-10-07,BREGAFR07M17,RENDIMENTO,2022-10-07,,EGAF
BREGAFR08M16,2022-10-17,0.66,09-2022/2022,2022-10-07,BREGAFR08M16,RENDIMENTO,2022-10-07,,EGAF
BREGAFR09M15,2022-10-17,0.3,09-2022/2022,2022-10-07,BREGAFR09M15,RENDIMENTO,2022-10-07,,EGAF
BREGAFCTF006,2022-07-14,5.29,06-2022/2022,2022-07-07,BREGAFCTF006,RENDIMENTO,2022-07-07,,EGAF
BREGAFCTF006,2022-04-14,3.97864792,03-2022/2022,2022-04-07,BREGAFCTF006,RENDIMENTO,2022-04-07,,EGAF
BRFPABCTF011,2023-01-13,1.65,Dezembro/2022,2022-12-29,BRFPABCTF011,RENDIMENTO,2022-12-29,,FPAB
BRFPABCTF011,2022-12-14,1.65,Novembro/2022,2022-11-30,BRFPABCTF011,RENDIMENTO,2022-11-30,,FPAB
BRFPABCTF011,2022-11-16,1.65,Outubro/2022,2022-10-31,BRFPABCTF011,RENDIMENTO,2022-10-31,,FPAB
BRFPABCTF011,2022-10-17,1.63,Setembro/2022,2022-09-30,BRFPABCTF011,RENDIMENTO,2022-09-30,,FPAB
BRFPABCTF011,2022-09-15,1.6,Agosto/2022,2022-08-31,BRFPABCTF011,RENDIMENTO,2022-08-31,,FPAB
BRFPABCTF011,2022-08-12,1.6,julho/2022,2022-07-29,BRFPABCTF011,RENDIMENTO,2022-07-29,,FPAB
BRFPABCTF011,2022-07-14,1.6,junho/2022,2022-06-30,BRFPABCTF011,RENDIMENTO,2022-06-30,,FPAB
BRFPABCTF011,2022-06-14,1.63,Maio/2022,2022-05-31,BRFPABCTF011,RENDIMENTO,2022-05-31,,FPAB
BRFPABCTF011,2022-05-13,1.58,Abril/2022,2022-04-29,BRFPABCTF011,RENDIMENTO,2022-04-29,,FPAB
BRFPABCTF011,2022-04-14,1.53,Março/2022,2022-03-31,BRFPABCTF011,RENDIMENTO,2022-03-31,,FPAB
BRFPABCTF011,2022-03-15,1.45,Fevereiro/2022,2022-02-25,BRFPABCTF011,RENDIMENTO,2022-02-25,,FPAB
BRFPABCTF011,2022-02-14,1.45,Janeiro/2022,2022-01-31,BRFPABCTF011,RENDIMENTO,2022-01-31,,FPAB
BRVCJRCTF005,2023-01-12,1.0,Dezembro 2022/2022,2022-12-29,BRVCJRCTF005,RENDIMENTO,2022-12-29,,VCJR
BRVCJRCTF005,2022-12-13,0.43,NOVEMBRO 2022/2022,2022-11-30,BRVCJRCTF005,RENDIMENTO,2022-11-30,,VCJR
BRVCJRCTF005,2022-11-14,0.25,outubro 2022/2022,2022-10-31,BRVCJRCTF005,RENDIMENTO,2022-10-31,,VCJR
BRVCJRCTF005,2022-10-14,0.15,SETEMBRO/2022,2022-09-30,BRVCJRCTF005,RENDIMENTO,2022-09-30,,VCJR
BRVCJRCTF005,2022-09-14,0.7,AGOSTO/2022,2022-08-31,BRVCJRCTF005,RENDIMENTO,2022-08-31,,VCJR
BRVCJRCTF005,2022-08-11,1.0,JULHO/2022,2022-07-29,BRVCJRCTF005,RENDIMENTO,2022-07-29,,VCJR
BRVCJRCTF005,2022-07-13,1.3,JUNHO/2022,2022-06-30,BRVCJRCTF005,RENDIMENTO,2022-06-30,,VCJR
BRVCJRCTF005,2022-06-13,1.75,MAIO/2022,2022-05-31,BRVCJRCTF005,RENDIMENTO,2022-05-31,,VCJR
BRVCJRCTF005,2022-05-12,1.49,ABRIL/2022,2022-04-29,BRVCJRCTF005,RENDIMENTO,2022-04-29,,VCJR
BRVCJRR02M12,2022-05-12,1.49,ABRIL/2022,2022-04-29,BRVCJRR02M12,RENDIMENTO,2022-04-29,,VCJR
BRVCJRCTF005,2022-04-13,1.13,MARÇO/2022,2022-03-31,BRVCJRCTF005,RENDIMENTO,2022-03-31,,VCJR
BRVCJRR02M12,2022-04-13,1.13,MARÇO/2022,2022-03-31,BRVCJRR02M12,RENDIMENTO,2022-03-31,,VCJR
BRVCJRCTF005,2022-03-14,1.08,FEVEREIRO/2022,2022-02-25,BRVCJRCTF005,RENDIMENTO,2022-02-25,,VCJR
BRVCJRR02M12,2022-03-14,1.08,FEVEREIRO/2022,2022-02-25,BRVCJRR02M12,RENDIMENTO,2022-02-25,,VCJR
BRVCJRCTF005,2022-02-11,1.25,Janeiro/2022,2022-01-31,BRVCJRCTF005,RENDIMENTO,2022-01-31,,VCJR
BRVCJRR02M12,2022-02-11,1.25,JANEIRO/2022,2022-01-31,BRVCJRR02M12,RENDIMENTO,2022-01-31,,VCJR
BRMALLCTF007,2023-01-13,0.78,Dezembro/2022,2022-12-29,BRMALLCTF007,RENDIMENTO,2022-12-29,,MALL
BRMALLCTF007,2022-12-14,0.78,Novembro/2022,2022-11-30,BRMALLCTF007,RENDIMENTO,2022-11-30,,MALL
BRMALLR06M13,2022-12-14,0.78,Novembro/2022,2022-11-30,BRMALLR06M13,RENDIMENTO,2022-11-30,,MALL
BRMALLR07M12,2022-12-14,0.78,Novembro/2022,2022-11-30,BRMALLR07M12,RENDIMENTO,2022-11-30,,MALL
BRMALLCTF007,2022-11-16,0.78,Outubro/2022,2022-10-31,BRMALLCTF007,RENDIMENTO,2022-10-31,,MALL
BRMALLR06M13,2022-11-16,0.37,Outubro/2022,2022-10-31,BRMALLR06M13,RENDIMENTO,2022-10-31,,MALL
BRMALLR07M12,2022-11-16,0.12,Outubro/2022,2022-10-31,BRMALLR07M12,RENDIMENTO,2022-10-31,,MALL
BRMALLCTF007,2022-10-17,0.8,Setembro/2022,2022-09-30,BRMALLCTF007,RENDIMENTO,2022-09-30,,MALL
BRMALLCTF007,2022-09-15,0.77,Agosto/2022,2022-08-31,BRMALLCTF007,RENDIMENTO,2022-08-31,,MALL
BRMALLCTF007,2022-08-12,0.75,Julho/2022,2022-07-29,BRMALLCTF007,RENDIMENTO,2022-07-29,,MALL
BRMALLCTF007,2022-07-14,0.72,Junho/2022,2022-06-30,BRMALLCTF007,RENDIMENTO,2022-06-30,,MALL
BRMALLCTF007,2022-06-14,0.72,Maio/2022,2022-05-31,BRMALLCTF007,RENDIMENTO,2022-05-31,,MALL
BRMALLCTF007,2022-05-13,0.72,Abril/2022,2022-04-29,BRMALLCTF007,RENDIMENTO,2022-04-29,,MALL
BRMALLCTF007,2022-04-14,0.72,Março/2022,2022-03-31,BRMALLCTF007,RENDIMENTO,2022-03-31,,MALL
